query,_id,_score,name,summary,symbol
ENSG00000088002,6820,20.213406,sulfotransferase family 2B member 1,"Sulfotransferase enzymes catalyze the sulfate conjugation of many hormones, neurotransmitters, drugs, and xenobiotic compounds. These cytosolic enzymes are different in their tissue distributions and substrate specificities. The gene structure (number and length of exons) is similar among family members. This gene sulfates dehydroepiandrosterone but not 4-nitrophenol, a typical substrate for the phenol and estrogen sulfotransferase subfamilies. Two alternatively spliced variants that encode different isoforms have been described. [provided by RefSeq, Jul 2008].",SULT2B1
ENSG00000135111,6926,20.221514,T-box 3,"This gene is a member of a phylogenetically conserved family of genes that share a common DNA-binding domain, the T-box. T-box genes encode transcription factors involved in the regulation of developmental processes. This protein is a transcriptional repressor and is thought to play a role in the anterior/posterior axis of the tetrapod forelimb. Mutations in this gene cause ulnar-mammary syndrome, affecting limb, apocrine gland, tooth, hair, and genital development. Alternative splicing of this gene results in three transcript variants encoding different isoforms; however, the full length nature of one variant has not been determined. [provided by RefSeq, Jul 2008].",TBX3
ENSG00000141101,28987,20.143496,NIN1 (RPN12) binding protein 1 homolog,"In yeast, over 200 protein and RNA cofactors are required for ribosome assembly, and these are generally conserved in eukaryotes. These factors orchestrate modification and cleavage of the initial 35S precursor rRNA transcript into the mature 18S, 5.8S, and 25S rRNAs, folding of the rRNA, and binding of ribosomal proteins and 5S RNA. Nob1 is involved in pre-rRNA processing. In a late cytoplasmic processing step, Nob1 cleaves a 20S rRNA intermediate at cleavage site D to produce the mature 18S rRNA (Lamanna and Karbstein, 2009 [PubMed 19706509]).[supplied by OMIM, Nov 2010].",NOB1
ENSG00000167447,55181,21.004412,SMG8 nonsense mediated mRNA decay factor,,SMG8
ENSG00000186847,3861,19.678885,keratin 14,"This gene encodes a member of the keratin family, the most diverse group of intermediate filaments. This gene product, a type I keratin, is usually found as a heterotetramer with two keratin 5 molecules, a type II keratin. Together they form the cytoskeleton of epithelial cells. Mutations in the genes for these keratins are associated with epidermolysis bullosa simplex. At least one pseudogene has been identified at 17p12-p11. [provided by RefSeq, Jul 2008].",KRT14
ENSG00000206549,ENSG00000206549,20.919754,serine protease 50,,PRSS50
ENSG00000182183,348378,20.152128,shisa like 2A,,SHISAL2A
ENSG00000086598,10959,19.683325,transmembrane p24 trafficking protein 2,,TMED2
ENSG00000064012,841,19.295832,caspase 8,"This gene encodes a member of the cysteine-aspartic acid protease (caspase) family. Sequential activation of caspases plays a central role in the execution-phase of cell apoptosis. Caspases exist as inactive proenzymes composed of a prodomain, a large protease subunit, and a small protease subunit. Activation of caspases requires proteolytic processing at conserved internal aspartic residues to generate a heterodimeric enzyme consisting of the large and small subunits. This protein is involved in the programmed cell death induced by Fas and various apoptotic stimuli. The N-terminal FADD-like death effector domain of this protein suggests that it may interact with Fas-interacting protein FADD. This protein was detected in the insoluble fraction of the affected brain region from Huntington disease patients but not in those from normal controls, which implicated the role in neurodegenerative diseases. Many alternatively spliced transcript variants encoding different isoforms have been described, although not all variants have had their full-length sequences determined. [provided by RefSeq, Jul 2008].",CASP8
ENSG00000196361,1995,20.134708,ELAV like RNA binding protein 3,"A member of the ELAVL protein family, ELAV-like 3 is a neural-specific RNA-binding protein which contains three RNP-type RNA recognition motifs. The observation that ELAVL3 is one of several Hu antigens (neuronal-specific RNA-binding proteins) recognized by the anti-Hu serum antibody present in sera from patients with paraneoplastic encephalomyelitis and sensory neuronopathy (PEM/PSN) suggests it has a role in neurogenesis. Two alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008].",ELAVL3
ENSG00000171634,2186,19.698988,bromodomain PHD finger transcription factor,"This gene was identified by the reactivity of its encoded protein to a monoclonal antibody prepared against brain homogenates from patients with Alzheimer's disease. Analysis of the original protein (fetal Alz-50 reactive clone 1, or FAC1), identified as an 810 aa protein containing a DNA-binding domain and a zinc finger motif, suggested it might play a role in the regulation of transcription. High levels of FAC1 were detected in fetal brain and in patients with neurodegenerative diseases. The protein encoded by this gene is actually much larger than originally thought, and it also contains a C-terminal bromodomain characteristic of proteins that regulate transcription during proliferation. The encoded protein is highly similar to the largest subunit of the Drosophila NURF (nucleosome remodeling factor) complex. In Drosophila, the NURF complex, which catalyzes nucleosome sliding on DNA and interacts with sequence-specific transcription factors, is necessary for the chromatin remodeling required for transcription. Two alternative transcripts encoding different isoforms have been described completely. [provided by RefSeq, Jul 2008].",BPTF
ENSG00000125386,8603,20.917994,family with sequence similarity 193 member A,,FAM193A
ENSG00000084453,6579,19.691874,solute carrier organic anion transporter family member 1A2,"This gene encodes a sodium-independent transporter which mediates cellular uptake of organic ions in the liver. Its substrates include bile acids, bromosulphophthalein, and some steroidal compounds. The protein is a member of the SLC21A family of solute carriers. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Dec 2008].",SLCO1A2
ENSG00000109805,64151,20.123585,non-SMC condensin I complex subunit G,"This gene encodes a subunit of the condensin complex, which is responsible for the condensation and stabilization of chromosomes during mitosis and meiosis. Phosphorylation of the encoded protein activates the condensin complex. There are pseudogenes for this gene on chromosomes 8 and 15. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2012].",NCAPG
ENSG00000213281,4893,19.309992,"NRAS proto-oncogene, GTPase","This is an N-ras oncogene encoding a membrane protein that shuttles between the Golgi apparatus and the plasma membrane. This shuttling is regulated through palmitoylation and depalmitoylation by the ZDHHC9-GOLGA7 complex. The encoded protein, which has intrinsic GTPase activity, is activated by a guanine nucleotide-exchange factor and inactivated by a GTPase activating protein. Mutations in this gene have been associated with somatic rectal cancer, follicular thyroid cancer, autoimmune lymphoproliferative syndrome, Noonan syndrome, and juvenile myelomonocytic leukemia. [provided by RefSeq, Jun 2011].",NRAS
ENSG00000165609,11164,19.6911,nudix hydrolase 5,"This gene belongs to the Nudix (nucleoside diphosphate linked moiety X) hydrolase superfamily. The encoded enzyme catalyzes the hydrolysis of modified nucleoside diphosphates, including ADP-ribose (ADPR) and 8-oxoGua-containing 8-oxo-dADP and 8-oxo-dGDP. Protein-bound ADP ribose can be hazardous to the cell because it can modify some amino acid residues, resulting in the inhibition of ATP-activated potassium channels. 8-oxoGua is an oxidized form of guanine that can potentially alter genetic information by pairing with adenine and cytosine in RNA. Presence of 8-oxoGua in RNA results in formation of abnormal proteins due to translational errors. [provided by RefSeq, Aug 2013].",NUDT5
ENSG00000250510,27239,20.212498,G protein-coupled receptor 162,"This gene was identified upon genomic analysis of a gene-dense region at human chromosome 12p13. It appears to be mainly expressed in the brain; however, its function is not known. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008].",GPR162
